image_url,title,description,alt_text,link,board,board_section,priority,aspect_ratio
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/db6dcf98-9bf2-486e-8761-c66e048c8ffe.jpg,"Personalized Letter Ring, 14k Gold Initial Signet Gift for Her","Choose any letter from A to Z, recessed into a 14k solid yellow gold signet. A minimalist personalized ring and an easy gift for birthdays and holidays.",Close-up of a 14k gold signet ring with a recessed letter E,https://www.etsy.com/listing/4578893291,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/d4dc4449-beef-4a7d-a987-4a32abf75b87.jpg,"Milgrain Wedding Band in Solid 14K Gold, Satin Finish Beveled Edge","A solid 14K gold wedding band with a satin centre, beveled shoulders and fine milgrain beading on both edges. Classic, comfortable and made to order. Tap to see widths and sizes on Etsy.",Solid yellow gold milgrain wedding band with satin centre on an ivory background,https://www.etsy.com/listing/4576009060,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/f8034082-099a-4dbe-9605-b1ba9fb182db.jpg,What Is Milgrain? The Vintage Detail on Our Gold Wedding Band,"Milgrain means a row of tiny beads along the edge of a ring, a vintage detail that catches light and softens a modern band. See it on our solid 14K gold wedding band and save for your wedding board.",Macro of fine milgrain beading along the edge of a satin gold band,https://www.etsy.com/listing/4576009060,Rings,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/caa3ab4e-7b31-4ef3-89c1-20fbefba1983.jpg,"His and Hers Gold Wedding Bands, Milgrain Satin Solid 14K","A matching milgrain wedding band for both of you, in solid 14K gold with a satin centre and beaded edges. Available in yellow, rose and white gold. Save for your wedding and shop on Etsy.",Two hands wearing matching gold wedding bands above a gold band on black stone,https://www.etsy.com/listing/4576009060,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/c88d9a52-6a8e-4c0f-a2a3-41294611eb41.jpg,"Milgrain Wedding Band in Yellow, Rose or White Gold, Solid 14K","Our satin milgrain wedding band in three golds: yellow, rose and white. Solid 14K, made to order. Which gold suits you best? Tap to compare on Etsy.","Three milgrain wedding bands in yellow, rose and white gold side by side",https://www.etsy.com/listing/4576009060,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/dd4d3ddf-4ddf-498e-9bf1-06d37c06af49.jpg,"Sculptural Gold Ring, Open Arc Stacking Ring in 14K Gold","Two softly rising peaks joined by a fine open arc, in polished 14K gold. A sculptural stacking ring that feels light on the hand. Available in yellow, white and rose gold on Etsy.",Yellow gold open arc ring with two peaks on an ivory background,https://www.etsy.com/listing/4578936078,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/bc087981-eefc-4468-ad45-afadfa7c918f.jpg,How to Stack Gold Rings: 3 Simple Rules for a Minimal Ring Stack,"Stacking rings without the clutter: pair one sculptural ring with a plain band, mix yellow and rose gold, and leave one finger bare. Shown with our 14K open arc ring. Save for your next stack.",Hand wearing a gold open arc ring with two peaks,https://www.etsy.com/listing/4578936078,Rings,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/bd910826-274b-47d0-a58f-2fb31c066576.jpg,"Open Arc Ring in Yellow, White and Rose Gold, Minimalist 14K","One sculptural open arc ring, three golds. Solid 14K in yellow, white or rose, made to order. Tap to pick your colour on Etsy.","Open arc gold ring shown in yellow, white and rose gold",https://www.etsy.com/listing/4578936078,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/ed732c24-2777-4c91-8da8-fb0be9dd4934.jpg,Sunrise Ring Meaning: a Gold Mountain Ring for New Beginnings,"Two mountain peaks with a small sun rising between them, in 14k solid yellow gold. A meaningful gift for a new chapter: a move, a new job, a graduation. Discover the sunrise ring on Etsy.",14k gold ring with two mountain peaks and a raised sun,https://www.etsy.com/listing/4579914547,Rings,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/e4ba5084-1e9b-443c-9862-96b01bbbec29.jpg,"Rosette Ring in 14k Gold, a Delicate Flower Stacking Ring","Five open petals around a round centre, one gently clipped as if still growing. A delicate 14k solid gold flower ring that stacks easily. Shop the rosette ring on Etsy.",Delicate 14k gold ring with an open five petal flower,https://www.etsy.com/listing/4579188284,Rings,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/fe2a11f0-205c-45e1-be7b-1fbbcb699463.jpg,"Gold Flower Ring, 14K Solid Five Petal Floral Band",Five rounded gold petals with a recessed centre on a slim polished band. A 14K solid gold floral ring for everyday wear and a sweet gift for her. Tap to shop on Etsy.,14k yellow gold ring with a five petal flower,https://www.etsy.com/listing/4579931388,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/4828ca65-e45f-4702-b764-2b6b66830a76.jpg,"Infinity Ring in 14k Solid Gold, Open Symbol Stacking Band",An asymmetrical open infinity in 14k solid yellow gold on a slim stacking band. A quiet everyday symbol and a meaningful gift. Shop on Etsy.,14k yellow gold infinity ring on an ivory background,https://www.etsy.com/listing/4579170829,Rings,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/c9579269-8631-44b5-9c69-0235394f5d0a.jpg,"Solid Gold Cuff Bracelet, Reeded Open Bangle in 10K 14K 18K","A solid gold open cuff with fine parallel grooves on the outside and a smooth interior for optional hidden engraving. Available in 10K, 14K or 18K gold. Tap to shop on Etsy.",Yellow gold reeded open cuff bracelet standing on a pale stone plinth,https://www.etsy.com/listing/4582909101,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/250f2ef0-eb2d-4660-856a-c182f821bc4c.jpg,Hidden Message Gold Cuff: Engrave a Secret Word Inside,"Our reeded gold cuff keeps its inside smooth for a hidden message only the wearer knows. Add up to 10 characters: a date, a name, a word. Solid gold, made to order. Discover it on Etsy.",Gold cuff tilted to show the word EVER engraved on the smooth inside,https://www.etsy.com/listing/4582909101,Bracelets,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/9e9c352e-d53b-4222-b79b-56a458fb5d64.jpg,"Reeded Gold Cuff Bracelet Close Up, Textured Solid Gold Bangle","Fine parallel grooves run edge to edge across this solid gold cuff, catching light with every move. A modern textured bangle in 10K, 14K or 18K. Shop on Etsy.",Macro of fine parallel grooves on a gold cuff bracelet,https://www.etsy.com/listing/4582909101,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/cc850262-92fa-47f5-a882-ed812a50ff8e.jpg,What to Engrave Inside a Bracelet: 6 Hidden Message Ideas,"Stuck on what to engrave? A date, a name, coordinates, one word, initials or a year all fit inside our reeded gold cuff (up to 10 characters). Save these ideas for your next personalized gift.",Wrist wearing a gold cuff resting beside a ceramic coffee cup,https://www.etsy.com/listing/4582909101,Bracelets,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/6f0d9be5-3494-460f-87dd-094dce451abd.jpg,"Gold Cuff Bracelet in Yellow, White and Rose Gold, Reeded Bangle","The reeded open cuff in yellow, white and rose gold. Solid gold, made to order, with optional hidden engraving inside. Which gold is yours? Tap to choose on Etsy.","Three reeded cuffs in yellow, white and rose gold on a stone plinth",https://www.etsy.com/listing/4582909101,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/a795d616-7ff7-4775-8fee-f4f58c1bb2b4.jpg,"Stacked Gold Cuffs and Holiday Gift Idea, Solid Gold Bangle",Stack two reeded cuffs on one wrist or wrap one as a holiday gift. Solid gold open bangle with optional hidden engraving. Save for your gift list and shop on Etsy.,Wrist with two stacked gold cuffs above a gold cuff on green velvet,https://www.etsy.com/listing/4582909101,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/c3009919-f510-43fb-b774-7412f884e45a.jpg,"Diamond Circle Bracelet in 14k Solid Gold, Dainty Pave Open Circle","An open circle set with small pavé diamonds and a bezel-set diamond beside it, on a fine 14k solid gold cable chain. Dainty, sparkling and made to order. Tap to shop on Etsy.",14k gold bracelet with a pave diamond open circle and a bezel-set stone,https://www.etsy.com/listing/4581312197,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/4259d79b-29c4-45fb-8519-22dab1a0e68e.jpg,The Meaning of a Circle Bracelet: No Start and No End,"A circle has no beginning and no end, which is why it makes such a meaningful gift. Our 14k gold open circle bracelet is set with pavé diamonds and one bezel-set stone. Discover it on Etsy.",Wrist wearing a gold bracelet with a diamond open circle,https://www.etsy.com/listing/4581312197,Bracelets,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/0940b354-fa0f-4260-814e-464ea2d605b1.jpg,"Sparkly Diamond Bracelet for Evening, 14k Gold Circle Bracelet",Pavé diamonds catching candlelight on a 14k solid gold open circle bracelet. A dainty piece for evenings and holidays. Shop the circle bracelet on Etsy.,Close-up of a pave diamond circle bracelet in warm candlelight,https://www.etsy.com/listing/4581312197,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/47b91dbc-5683-4bba-b685-9fa062aaa78f.jpg,"Evil Eye Bracelet in 14k Solid Gold with Red Stone, Dainty Chain",A polished 14k gold evil eye with a bezel-set red stone on a fine cable chain. A dainty protection bracelet for everyday wear and a meaningful gift. Tap to shop on Etsy.,Close-up of a 14k gold evil eye charm with a red stone on a cable chain,https://www.etsy.com/listing/4575369430,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/62ab2359-b632-4cd9-8360-57246238468e.jpg,Evil Eye Meaning: Why We Wear the Eye in Solid Gold,"Across the Mediterranean the evil eye is worn to turn away bad luck. Our version keeps the old symbol clean and modern, in 14k solid gold with a bezel-set stone. Read the story and shop on Etsy.",Fingertip holding a gold evil eye bracelet with a red stone,https://www.etsy.com/listing/4575369430,Bracelets,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/0fd0c20e-2ddb-482f-9423-b8166299ff16.jpg,"Evil Eye Bracelet Blue or Red Stone, 14k Solid Gold","Two versions of our 14k solid gold evil eye bracelet: one with a dark blue stone, one with a red stone. Which one would you wear? Save and shop on Etsy.",Gold evil eye with a blue stone above a gold evil eye with a red stone,https://www.etsy.com/listing/4579034421,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/ea6a71e4-4275-4511-a733-e0954c522b9f.jpg,How to Wear an Evil Eye Bracelet: 3 Easy Styling Ideas,"Wear it alone as a quiet charm, stack it with a plain gold chain, or give it for a new start: a new home, a new job, a new baby. Shown with our 14k gold evil eye bracelet. Save for later.",Wrist in a cream sweater wearing a dainty gold evil eye bracelet,https://www.etsy.com/listing/4579034421,Bracelets,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/b42d434e-604b-4ca9-ba48-3c47abf2a6fd.jpg,"Blue Evil Eye Bracelet, 14k Solid Gold Protection Bracelet","An open 14k gold eye contour with a small dark blue stone at its centre, on a fine cable chain. Dainty enough to wear every day. Tap to shop on Etsy.",Wrist wearing a 14k gold evil eye bracelet with a blue stone,https://www.etsy.com/listing/4579034421,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/244708a6-0151-4aa1-8b3e-de692364c49b.jpg,"Infinity Bracelet in 14k Solid Gold, Open Twist Dainty Chain","An open twist infinity motif with two unequal paths on a fine 14k solid gold cable chain. Polished, light and made to order. Tap to shop on Etsy.",Close-up of a 14k gold open twist infinity charm on a cable chain,https://www.etsy.com/listing/4576455789,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/801465b4-51cc-4166-88d4-4a4778f43e7b.jpg,An Infinity Bracelet With a Story: Two Paths That Meet Again,"Our open twist infinity is drawn with two unequal paths, like two people who keep finding their way back to each other. 14k solid gold on a fine chain. A meaningful gift for a partner or best friend.",Wrist wearing a gold open twist infinity bracelet,https://www.etsy.com/listing/4576455789,Bracelets,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/338d08f8-ddb4-492e-8f68-f94a27bdafd4.jpg,"Infinity Bracelet with Blue Stone, 14k Solid Gold Dainty Chain","A polished open infinity loop in 14k solid gold with one recessed blue accent, on a fine cable chain. Dainty everyday jewelry and a sweet gift for her. Tap to shop on Etsy.",14k gold infinity charm with a small blue stone on a cable chain,https://www.etsy.com/listing/4576447677,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/515a8bd7-2a88-428b-a4c9-2d850fd36d39.jpg,"Dainty Gold Infinity Bracelet Gift for Her, 14k Solid Gold","Worn on the wrist or wrapped in a gift box: our 14k gold infinity bracelet with a blue accent makes an easy, meaningful gift. Save for your gift list and shop on Etsy.",Wrist in a knit sleeve wearing a gold infinity bracelet above the bracelet in a gift box,https://www.etsy.com/listing/4576447677,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/0eccdd21-1a6a-44ce-8185-12bbdfc3e26b.jpg,"Sunray Bracelet in 14K Solid Gold, Dainty Sun Arc Chain","A sculptural sunray arc on a fine 14K solid gold cable chain, with a lobster clasp and adjustment rings. Warm, minimal and made to order. Tap to shop on Etsy.",14k gold sunray arc bracelet on travertine in soft light,https://www.etsy.com/listing/4578602443,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/df2c9b32-f109-49c1-8178-b71c8149f3c6.jpg,"Dainty Sun Bracelet in 14K Gold, Minimal Everyday Bracelet","A small sunray arc that sits close to the wrist, in 14K solid yellow gold. Minimal everyday jewelry with a warm, sunny story. Shop on Etsy.",Wrist wearing a dainty gold sunray bracelet,https://www.etsy.com/listing/4578602443,Bracelets,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/3afcfa91-446f-46c6-afee-30d639606e27.jpg,"Twisted Gold Pendant Necklace in Solid 14K, Ribbon Design","A continuous ribbon pendant with one half turn and an open lens-shaped centre, on a matching 14K solid gold cable chain. Sculptural, minimal and made to order. Tap to shop on Etsy.",Solid 14k gold twisted ribbon pendant on a fine chain,https://www.etsy.com/listing/4574630211,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/b9c1c505-2a32-487e-9180-6d8882c7f5e0.jpg,"The Story of Our Twisted Ribbon Necklace, One Turn of Gold","A single ribbon of solid 14K gold turns once and opens into a lens of light. Nothing added, the shape is the design. Discover the ribbon pendant necklace on Etsy.",Woman wearing a small twisted gold ribbon pendant,https://www.etsy.com/listing/4574630211,Necklaces,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/d14bed82-8113-40af-8de3-9c7e46c652dc.jpg,"Twisted Pendant Necklace in Yellow, White and Rose Gold","Our twisted ribbon pendant in yellow, white and rose gold, solid 14K with a fine cable chain. Which gold is yours? Tap to choose on Etsy.","Twisted ribbon pendants in yellow, white and rose gold",https://www.etsy.com/listing/4574630211,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/90fe740c-1749-428d-b774-62755f1e1cbe.jpg,"Minimalist Gold Pendant Necklace, Sculptural Twist in 14K","A sculptural twisted gold pendant against a dark background. Solid 14K gold, made to order. A modern minimalist necklace for everyday and evening. Shop on Etsy.",Twisted gold ribbon pendant against a dark background,https://www.etsy.com/listing/4574630211,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/ed899f4a-4700-482a-954b-35ca982f4706.jpg,"V Necklace in 14k Gold with Square Lab-Grown Diamond, 18 Inch","A clean open V pendant in 14k yellow gold with one square-cut lab-grown diamond set at the point, on an 18-inch fine chain. Minimal and elegant. Tap to shop on Etsy.",14k gold V pendant necklace with a square lab-grown diamond,https://www.etsy.com/listing/4581302864,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/df123e1a-77cd-4dc8-8866-df0ff7bb87e5.jpg,"Why a V Necklace Flatters Every Neckline, 14k Gold Diamond Pendant","A V pendant follows the line of the neck and draws the eye to one point. Ours sets a square-cut lab-grown diamond exactly there, in 14k yellow gold. Read the story and shop on Etsy.",Woman in a white V neck wearing a gold V pendant necklace,https://www.etsy.com/listing/4581302864,Necklaces,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/cd5717d5-a550-42c1-baf3-90eb368be9c9.jpg,"Holiday Gift Necklace, 14k Gold V Pendant with Lab Diamond","A 14k gold V pendant with a square-cut lab-grown diamond on deep green velvet. A minimal, meaningful holiday gift for her. Shop on Etsy.",Gold V pendant necklace laid on green velvet,https://www.etsy.com/listing/4581302864,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/b99a76fa-1ba1-4fdd-b6a6-423e258ff6b5.jpg,"Star Lariat Necklace in 14K Gold, Dainty Y Drop Necklace","A four-point star at the Y junction and a matching star at the end of a fine drop, in 14K yellow gold. A dainty lariat that sits close to the body. Tap to shop on Etsy.",14k gold Y lariat necklace with a four point star,https://www.etsy.com/listing/4581283366,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/f5f2a452-ce4e-4651-9bb7-ba24c3e37a0f.jpg,North Star Necklace Meaning: a Gold Lariat to Find Your Way,"Sailors navigated by one fixed star. Our 14K gold star lariat carries a four-point star at the Y and another at the end of the drop, a small reminder of the way home. A meaningful gift. Shop on Etsy.",Woman in a white top wearing a dainty gold star lariat necklace,https://www.etsy.com/listing/4581283366,Necklaces,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/80bbf3a1-8860-4863-a273-1e89a885a803.jpg,"Star Necklace Gift Idea, Dainty 14K Gold Lariat for Christmas","Our 14K gold star lariat in a gift box and on a winter morning table. An easy, meaningful Christmas gift for her. Save for your gift list and shop on Etsy.",Gold star lariat necklace in a gift box above the necklace beside a coffee cup,https://www.etsy.com/listing/4581283366,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/f7005d0f-5031-4078-aa6a-27824c1471c0.jpg,"Geometric Gold Necklace with Red Stone, Solid 14K Open Frame",A polished open rectangle in solid 14K yellow gold with a red stone set flush into one corner. A modern geometric pendant necklace. Tap to shop on Etsy.,Solid 14k gold open rectangle pendant with a flush-set red stone,https://www.etsy.com/listing/4575795744,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/686f3ab7-9f84-4be5-bd67-bb2b53344e20.jpg,"A Gold Frame Necklace That Changes With You, Red Stone Pendant","An open frame pendant shows whatever sits behind it, your skin, your shirt, the light. One red stone sits flush in the corner. Solid 14K gold. Read the story and shop on Etsy.",Woman wearing a gold open rectangle pendant with a red stone,https://www.etsy.com/listing/4575795744,Necklaces,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/a127321b-e6b1-4b0b-8df7-6aac50df3b62.jpg,"Infinity Necklace in 14k Solid Gold, Wide Symbol Dainty Chain",A polished wide infinity symbol in 14k solid yellow gold on a fine cable chain. A classic meaningful necklace for everyday wear. Tap to shop on Etsy.,14k gold wide infinity necklace on a fine chain,https://www.etsy.com/listing/4579027067,Necklaces,,low,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/e1df4c4a-c4ad-4fc4-bcdc-675cd01ae13c.jpg,Lion Pendant Meaning: Courage in 14k Solid Gold,"The lion has stood for courage for thousands of years. Our 14k solid gold lion pendant draws it in one open line, light enough for every day. A meaningful gift for a Leo or anyone starting something brave.",14k gold open line lion profile pendant on a cable chain,https://www.etsy.com/listing/4579022187,Necklaces,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/83a55f17-2869-46d1-b5fe-5514161a0f5d.jpg,Solid Gold vs Gold Plated Jewelry: Why We Only Use Solid Gold,"Plated jewelry wears through; solid gold does not. It can be resized and polished for decades and keeps its value as metal. That is why every piece at Artifact Studio is solid 10K, 14K or 18K gold. Save this guide.",Yellow gold reeded cuff bracelet on an ivory background,https://www.etsy.com/shop/byArtifactStudio,Studo Jewelry,,high,2:3
https://d2ol7oe51mr4n9.cloudfront.net/user_2y2d8GaiZx1n1TAQvt4Zj3UOc3e/c5295e37-6b0d-4d28-87ea-906dfa2f2a39.jpg,10K vs 14K vs 18K Gold: How to Choose the Right Gold Jewelry,"10K is the most durable, 14K balances colour and strength for everyday wear, and 18K has the richest colour but is softer. A quick guide to choosing your gold before you order. Save for later.",Macro of a satin finish solid gold band with milgrain edges,https://www.etsy.com/shop/byArtifactStudio,Studo Jewelry,,high,2:3
